name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Mariah Orchid in Cachepot,SDH2385-256,https://www.jaystrongwater.com/floral/mariah-orchid-in-cachepot-sdh2385-256,https://www.jaystrongwater.com/img/product/SDH2385-256_1-Z.jpg?fv=C473941FB9E27B85E6E8B400CBFF545D-61439,Jay Strongwater might not have an actual garden to toil in - but the Mariah Orchid in Cachepot grew from the seed of an idea in the New York studio - from early design to the first carved wax model capturing each orchid petal’s fluttering shape. These lush and exotic orchids are nurtured by artisans as they are molded in pewter; dipped in 14K gold; painted in magenta - violet - and lilac enamels; and set with sparkling gem-cut crystals. The velvety blossoms grace each piece with their fragile beauty on a background of creamy white enamel and glass. A gently arched branch covered in vibrant orchids rises from a mouth-blown glass cachepot.,3400,In Stock,Jay Strongwater,
Braque Dynasty Horse Figurine,SDH1882-270,https://www.jaystrongwater.com/masterpieces-1/braque-dynasty-horse-figurine-sdh1882-270,https://www.jaystrongwater.com/img/product/SDH1882-270_1-Z.jpg?fv=D78898AB7FB0F3D5C061DD807F8EA3EE-102419,Our Braque Dynasty Horse Figurine stands majestically in a graphically appealing silhouette. 18K-gold-dipped metal - hand-set with sparkling Swarovski® crystals and finished with luminous enamels in jet - crystal and pearl hues.,10000,In Stock,Jay Strongwater,
Poppy Pillow,ST4044-284,https://www.jaystrongwater.com/indigo/poppy-pillow-st4044-284,https://www.jaystrongwater.com/img/product/ST4044-284_w-Z.jpg?fv=4CF71B88F26A191890AF099F78E2850B-108454,A field of delicate fern leaves - butterflies and flowers sewed on our romantic Poppy Pillow in the always compelling blue & white colorway. ,995,In Stock,Jay Strongwater,
Timothy Butterfly & Leaf Lamp,SHW3284-456,https://www.jaystrongwater.com/masterpieces-1/timothy-butterfly-leaf-lamp-shw3284-456,https://www.jaystrongwater.com/img/product/SHW3284-456_1-Z.jpg?fv=E9D24624EFE6C511D4E307F835A628C5-76110,Dramatic hand-painted enameled leaves in shades of green are accented with vivid jeweled butterflies - resting on a stylized graphic base. The Timothy Butterfly & Leaf Lamp is topped with an ecru string shade and matching green finial. Brass lamp sand casted in India with pewter butterflies in 14K Gold finish from Rhode Island. Our finest artisans bring all the elements together to make each lamp.,6000,In Stock,Jay Strongwater,
St. Nicholas Santa with Tree Music Box,SDH1854-250,https://www.jaystrongwater.com/holiday-1/st-nicholas-santa-with-tree-music-box-sdh1854-250,https://www.jaystrongwater.com/img/product/SDH1854-250_1-Z.jpg?fv=ADC718D5FF39B20C80F1920A6B0E6DD9-124185,Our artistry shines with an old-fashioned jeweled Santa next to a festive Christmas tree - featuring miniature replicas of some of our classic holiday ornaments. The musical box inside plays “Holly Jolly Christmas.” Our finest artisans in Rhode Island craft each limited-edition St. Nicholas Santa with Tree Music Box. Hand-painted and hand-set with Swarovski® crystals. Music movement from Reuge in Switzerland.,3600,In Stock,Jay Strongwater,
Washington Grand Eagle Figurine - Natural,SDH1790-280,https://www.jaystrongwater.com/view-all-figurines/washington-grand-eagle-figurine-natural-sdh1790-280,https://www.jaystrongwater.com/img/product/SDH1790-280_1-Z.jpg?fv=437B4084703DA25CE587EAF05E6D6141-63493,Capturing the drama of the eagle in flight - his wings fully extended - begins with our master model maker carving the Washington Grand Eagle Figurine in clay. Next - molds are made - and seven separate pewter castings are poured and finished in 18K gold. The artisans in Rhode Island will spend over two days applying layers of enamel to each eagle before 2000 crystals are hand-set. In total - eight artisans will spend three weeks creating each Grand Eagle Figurine. Carved black marble plinth. Limited to an edition of 350.,6500,In Stock,Jay Strongwater,
Genevieve Grand Floral Chest,SDH7317-284,https://www.jaystrongwater.com/indigo/genevieve-grand-floral-chest-sdh7317-284,https://www.jaystrongwater.com/img/product/SDH7317-284_1-Z.jpg?fv=774BE052A4F6583624791E854CB88B9C-111335,A profusion of tulips - irises - and peonies adorn the Genevieve Grand Floral Chest. A celebration of craftsmanship - this design began in our New York studio by carving each of the thirty flowers blooming on the lid. A delicate lace pattern of leaves forms the sides of the box. In total - twenty separate metal castings are soldered together to form the piece. Finished in antiqued - hand-rubbed brass - with delicately applied enamels; each box is the result of many talented artisans in our New York workshop working for weeks. In the final stage - more than 1600 crystals in delft garden shades are individually hand-set.,7900,In Stock,Jay Strongwater,
Finley Fish Round Porcelain Box,SDH7384-239,https://www.jaystrongwater.com/coastal/finley-fish-round-porcelain-box-sdh7384-239,https://www.jaystrongwater.com/img/product/SDH7384-239_1-Z.jpg?fv=F41DB8C8F91170569EA9BFF697E8CB29-61071,Finley the fish is a showstopper in his bright yellow and cerulean blue enameled stripes highlighted in white opal colored crystals. Hand-enameled with hand-set crystals on a cream porcelain box. Perfect keepsake that never fails to charm and delight!,250,In Stock,Jay Strongwater,
Frida Skull with Butterflies Figurine,SDH1909-289,https://www.jaystrongwater.com/masterpieces/frida-skull-with-butterflies-figurine-sdh1909-289,https://www.jaystrongwater.com/img/product/SDH1909-289_alt3-Z.jpg?fv=CCAFF17162B8747D86B3226A8F5A4952-159240, Inspired by the great heritage of Mexican Sugar skulls - we first carved our Frida Skull in clay with a raised all-over floral pattern highlighted with jeweled fluttering butterflies. Casted in pewter - finished in 18K gold and beautifully painted in 21 colors of enamel by our finest artisans in Rhode Island. Our Frida Skull sparkles with hand-set Swarovski crystals in shades of Fuchsia - Padparadscha and Tanzanite.,4200,In Stock,Jay Strongwater,
Roy WOW Trinket Tray,SDH2520-602,https://www.jaystrongwater.com/pop-life/roy-wow-trinket-tray-sdh2520-602,https://www.jaystrongwater.com/img/product/SDH2520-202_alt1-Z.jpg?fv=6FCB5CB6D4A9D9F900E2C71605F454D9-126018, With a wink and a nod to cartoon funnies this Roy Wow Trinket Tray lands a punch with vivid enamels - lots of Swarovski crystal bling and a bold shape. Hand polished pewter - finished in silver with hand-painted enamels on both sides. ,450,In Stock,Jay Strongwater,
Xavier Snake Box,SDH7395-283,https://www.jaystrongwater.com/great-gifts-2/xavier-snake-box-sdh7395-283,https://www.jaystrongwater.com/img/product/SDH7395-283-Z.jpg?fv=6B20B1D8062503C477A39C6AE1324C35-47383, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. A coiled 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the lid of the Xavier Snake Box. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble box.,650,In Stock,Jay Strongwater,
Sebastian Mini Clown Fish Figurine,SDH1819-239,https://www.jaystrongwater.com/miniatures/sebastian-mini-clown-fish-figurine-sdh1819-239,https://www.jaystrongwater.com/img/product/SDH1819-239_w-Z.jpg?fv=8986EE8FA52C3F2C1B2C51AD03A9B00A-57910,Sebastian the clown fish is a showstopper in his bright green and cerulean blue enameled stripes. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight! ,195,In Stock,Jay Strongwater,
Myra Porcelain Rectangular Butterfly Vase,SDH2437-292,https://www.jaystrongwater.com/vases-bowls/myra-porcelain-rectangular-butterfly-vase-sdh2437-292,https://www.jaystrongwater.com/img/product/SDH2437-292_1-Z.jpg?fv=A94ECF14CE30CBEFBE1E2774B4024C11-46862,Let your flight of fancy take wing. A study in exquisite contrasts: meticulously crafted and hand polished butterflies—finished in 18K gold—alight on the clean - glazed porcelain shape of our Myra Porcelain Rectangular Butterfly Vase. Butterflies cast and forged in Rhode Island. Porcelain crafted in Portugal.,1600,In Stock,Jay Strongwater,
Hadley Leaf & Vine Gilded  Glass Jar,SDH2406-292,https://www.jaystrongwater.com/entertaining/hadley-leaf-vine-gilded-glass-jar-sdh2406-292,https://www.jaystrongwater.com/img/product/SDH2406-292-Z.jpg?fv=A5D2C01E3EC01E300053D94F8870862B-87713,Make a Hadley Leaf & Vine Gilded Glass Jar part of an opulent cornucopia celebrating the start of a fruitful holiday season. Your table will be overflowing when accented with an exuberant mix of our golden decor—each piece mouth-blown in gold-shaded glass. ,725,In Stock,Jay Strongwater,
Juno Butterfly 3in x 4in Frame,SPF5835-292,https://www.jaystrongwater.com/composition/juno-butterfly-3-x-4-frame-spf5835-292,https://www.jaystrongwater.com/img/product/SPF5835-292_1-Z.jpg?fv=CD9EEC48BE4A2D13B9831B5401E07B7B-103168,Don’t let life’s little moments flutter by. The unadorned Juno Butterfly 3in x 4in Frame allows the jeweler’s craft of hand carved textures and hand-polished details to shine. Pewter metal is finished in 18K gold at our Rhode Island workshop - and the polished mahogany wooden back is imported from Spain.,450,In Stock,Jay Strongwater,
Sabrina Feather Vase,SDH2398-292,https://www.jaystrongwater.com/view-all-new/sabrina-feather-vase-sdh2398-292,https://www.jaystrongwater.com/img/product/SDH2398-292-Z.jpg?fv=D7F7CE81E4AA6008FB29162EB44FCC3C-64048, This gracefully proportioned vase holds a beautiful bouquet and makes the perfect gift! Fluted gold speckled glass vase lifted on a stylized feather metal base finished in gold with sparkling crystals.,795,In Stock,Jay Strongwater,
Edgar Giraffe Figurine,SDH1869-696,https://www.jaystrongwater.com/view-all-new/edgar-giraffe-figurine-sdh1869-696,https://www.jaystrongwater.com/img/product/SDH1869-696-Z.jpg?fv=6F70645CA5711768FB3198E9CEFBBB71-60341, The exotic allure of a safari inspires the Edgar Giraffe Figurine. Beginning with a clay model highlighting his spotted body - the final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 500 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Giraffe Figurine. ,2000,In Stock,Jay Strongwater,
Little Drummer Boy Figurine,SDH1847-250,https://www.jaystrongwater.com/holiday-1/little-drummer-boy-figurine-sdh1847-250,https://www.jaystrongwater.com/img/product/SDH1847-250_1-Z.jpg?fv=E9AE18F5C3568D9DD13869D66D3DA426-63930,Our heritage is built on the respect for what our artisans create with their hands. Each figurine in our Nativity Collection is first carved in clay - then molded in pewter - and finished in 18K gold. The Little Drummer Boy Figurine is finely detailed with hand-painted enamel and Swarovski® crystals. Crafted in Rhode Island and New York.,995,In Stock,Jay Strongwater,
Brinley Branch & Flower Platter,SDH2484-292,https://www.jaystrongwater.com/entertaining/brinley-branch-flower-platter-sdh2484-292,https://www.jaystrongwater.com/img/product/SDH2484-292_1-Z.jpg?fv=3E24AAE24C2461407D33D2B3FF13D9E7-37021,In the Composition collection - we set aside our enamels and crystals allowing the natural beauty of the carved metals to shine through. A spring bouquet of tulips and a lily wrap around the Brinley porcelain platter; each blossom a full dimensional carving. Casted in pewter and hand-polished with an 18K gold finish by our artisans in Rhode Island. The cream glazed porcelain platter with high-fired gold edging is masterfully crafted in Portugal.,1200,In Stock,Jay Strongwater,
Genevieve Grand Floral Chest,SDH7346-269,https://www.jaystrongwater.com/flora-fauna/genevieve-grand-floral-chest-sdh7346-269,https://www.jaystrongwater.com/img/product/SDH7346-269_1-Z.jpg?fv=A9C364F9895CBBFBDF3A6BE41ACAEFFE-108078,Celebrating 20 years of fabulousness! In 2015 - Jay Strongwater proudly celebrated our 20th year with a collection of five iconic designs - each in a limited edition of 20. You could almost say this collection has been 20 years in the making - as each piece encompasses all the craftsmanship - superlative materials - and dazzling beauty we are so passionate about.Our enduring romance with flora and fauna is captured in a fully blossomed bouquet perched on a pierced chest of palm leaves. The flowers are enameled in cream and golden topaz shades - then hand-set with more than 5 - 000 Swarovski® crystals in tones of gold - crystal - and opal. Forged in pewter - poured and finished in 14K gold in Rhode Island - and decorated by hand in the Jay Strongwater Rhode Island workshop.,16000,In Stock,Jay Strongwater,
Azazel Regal Dragon Figurine,SDH1911-680,https://www.jaystrongwater.com/view-all-new/azazel-regal-dragon-figurine-sdh1911-680,https://www.jaystrongwater.com/img/product/SDH1911-680-Z.jpg?fv=3674BBE9C3742A06DE93C5CE5A4B3983-96062, The exotic allure of the Azazel Regal Dragon Figurine began as a clay model highlighting his curved body covered in overlapping scales with his dramatic outstretched wings. The final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Imperial Dragon Figurine. Limited to an edition of 150.,3200,In Stock,Jay Strongwater,
Clara Floral Branch Box,SDH7389-289,https://www.jaystrongwater.com/view-all-new/clara-floral-branch-box-sdh7389-289,https://www.jaystrongwater.com/img/product/SDH7389-289_alt1-Z.jpg?fv=679AF0AE47BA69DBFF2D72A42B80F361-44690, A lavish bouquet of flowers and leaves are draped over the long porcelain Clara box alighted with a jeweled butterfly. Casted in pewter - finished in 18K gold and beautifully painted in shades of magenta - plum and lilac enamels by our finest artisans in Rhode Island. This box sparkles with hand-set Swarovski crystals. Cream glazed porcelain with a high-fired gold edging crafted in Portugal.,1200,In Stock,Jay Strongwater,
Ilsa Tulip 3in x 4in Frame,SPF5808-256,https://www.jaystrongwater.com/flora-fauna/ilsa-tulip-3-x-4-frame-spf5808-256,https://www.jaystrongwater.com/img/product/SPF5808-256_1-Z.jpg?fv=BCDFCC59B6CD022019A67B74E8F5AF88-81005,The singular beauty of a fully dimensional carved metal tulip wraps around the Ilsa engraved floral frame. Casted in pewter - finished in 14K Gold - the frame itself is washed in a thin layer of cream enamel to allow the gold floral pattern to shine through.  The tulip is ablaze in vibrant reds and yellow enameled petals with shaded green leaves and accented with Swarovski crystals. With our signature - pierced fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,495,In Stock,Jay Strongwater,
Allyson Floral Standing Mirror,SDH8862-281,https://www.jaystrongwater.com/wedding/allyson-floral-standing-mirror-sdh8862-281,https://www.jaystrongwater.com/img/product/SDH8862-281_w-Z.jpg?fv=B699897A311A2D45BBEAEFC70217764E-67731, Inspired by an antique Art Nouveau mirror - this mirror features a sweeping motion of romantic flowers adorning the edges of the large beveled glass mirror and down the stand.,4800,In Stock,Jay Strongwater,
Ox Figurine - Natural,SDH1740-280,https://www.jaystrongwater.com/holiday-1/ox-figurine-natural-sdh1740-280,https://www.jaystrongwater.com/img/product/SDH1740-280_1-Z.jpg?fv=4A1D4FFAE601E32E2C41549A8A8DECAD-64510,Embellish your world with Jay Strongwater’s signature style. The Ox Figurine is deftly hand-enameled and hand-set with Swarovski® crystals by skilled artisans.,1200,In Stock,Jay Strongwater,
Ellie Flower Bowl,SDH2403-489,https://www.jaystrongwater.com/vases-bowls/ellie-flower-bowl-sdh2403-489,https://www.jaystrongwater.com/img/product/SDH2403-489_1-Z.jpg?fv=EAAABBAF7B498483FB70AD61062C25A0-71968,Violet- and golden-enameled petals gracefully cradle the glass Ellie Flower Bowl on a leaf base. Gold-patinaed metal forged in India; gold-edged removable glass bowl from Poland. Artisans at the upstate New York Jay Strongwater workshop hand-paint and jewel each design.,1995,In Stock,Jay Strongwater,
